NPs,hydrosize,surfcharge,surfarea,Ec,Expotime,dosage,e,NOxygen,class
TiO2,21,-9.42,57,-4.16,24,150,1.54,2,0
TiO2,21,-9.42,57,-4.16,24,0.00001,1.54,2,0
TiO2,21,-9.42,57,-4.16,24,150,1.54,2,0
TiO2,21,-9.42,57,-4.16,24,0.00001,1.54,2,0
TiO2,21,-9.42,57,-4.16,24,150,1.54,2,0
TiO2,21,-9.42,57,-4.16,24,0.00001,1.54,2,0
TiO2,21,-9.42,57,-4.16,24,150,1.54,2,0
TiO2,21,-9.42,57,-4.16,24,0.00001,1.54,2,0
TiO2,21,-9.42,57,-4.16,24,0.00001,1.54,2,0
TiO2,40,-25.27,50,-4.16,24,0.00001,1.54,2,0
TiO2,40,-25.27,50,-4.16,24,1,1.54,2,0
TiO2,40,-25.27,50,-4.16,24,5,1.54,2,0
TiO2,40,-25.27,50,-4.16,24,10,1.54,2,0
TiO2,40,-25.27,50,-4.16,12,0.00001,1.54,2,0
TiO2,40,-25.27,50,-4.16,12,1,1.54,2,0
TiO2,40,-25.27,50,-4.16,12,5,1.54,2,0
TiO2,40,-25.27,50,-4.16,12,10,1.54,2,0
TiO2,40,-25.27,50,-4.16,6,0.00001,1.54,2,0
TiO2,40,-25.27,50,-4.16,6,1,1.54,2,0
TiO2,40,-25.27,50,-4.16,6,5,1.54,2,0
TiO2,40,-25.27,50,-4.16,6,10,1.54,2,0
TiO2,20,-12.1,50.4,-4.16,24,0.00001,1.54,2,0
TiO2,20,-12.1,50.4,-4.16,24,10,1.54,2,0
TiO2,20,-12.1,50.4,-4.16,24,30,1.54,2,0
TiO2,20,-12.1,50.4,-4.16,24,100,1.54,2,0
TiO2,20,-12.1,50.4,-4.16,24,300,1.54,2,0
TiO2,10,-11,166,-4.16,24,0.00001,1.54,2,0
TiO2,10,-11,166,-4.16,24,10,1.54,2,0
TiO2,10,-11,166,-4.16,24,30,1.54,2,0
TiO2,10,-11,166,-4.16,24,100,1.54,2,0
TiO2,10,-11,166,-4.16,24,300,1.54,2,0
TiO2,35,-35.5,66,-4.16,72,0.00001,1.54,2,0
TiO2,35,-35.5,66,-4.16,72,6.25,1.54,2,0
TiO2,35,-35.5,66,-4.16,72,12.5,1.54,2,0
TiO2,35,-35.5,66,-4.16,72,25,1.54,2,0
TiO2,35,-35.5,66,-4.16,72,50,1.54,2,0
TiO2,35,-35.5,66,-4.16,12,0.00001,1.54,2,0
TiO2,35,-35.5,66,-4.16,12,6.25,1.54,2,0
TiO2,35,-35.5,66,-4.16,12,12.5,1.54,2,0
TiO2,35,-35.5,66,-4.16,12,25,1.54,2,0
TiO2,35,-35.5,66,-4.16,12,50,1.54,2,0
TiO2,30,-30.8,69,-4.16,72,0.00001,1.54,2,0
TiO2,30,-30.8,69,-4.16,72,6.25,1.54,2,0
TiO2,30,-30.8,69,-4.16,72,12.5,1.54,2,0
TiO2,30,-30.8,69,-4.16,72,25,1.54,2,0
TiO2,30,-30.8,69,-4.16,72,50,1.54,2,0
TiO2,30,-30.8,69,-4.16,12,0.00001,1.54,2,0
TiO2,30,-30.8,69,-4.16,12,6.25,1.54,2,0
TiO2,30,-30.8,69,-4.16,12,12.5,1.54,2,0
TiO2,30,-30.8,69,-4.16,12,25,1.54,2,0
TiO2,30,-30.8,69,-4.16,12,50,1.54,2,0
TiO2,125,-40.8,38,-4.16,72,0.00001,1.54,2,0
TiO2,125,-40.8,38,-4.16,72,6.25,1.54,2,0
TiO2,125,-40.8,38,-4.16,72,12.5,1.54,2,0
TiO2,125,-40.8,38,-4.16,72,25,1.54,2,0
TiO2,125,-40.8,38,-4.16,72,50,1.54,2,1
TiO2,125,-40.8,38,-4.16,12,0.00001,1.54,2,0
TiO2,125,-40.8,38,-4.16,12,6.25,1.54,2,0
TiO2,125,-40.8,38,-4.16,12,12.5,1.54,2,0
TiO2,125,-40.8,38,-4.16,12,25,1.54,2,0
TiO2,125,-40.8,38,-4.16,12,50,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,0.1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,10,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,0.1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,10,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,0.1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,10,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,100,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,0.1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,10,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,100,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,48,0.1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,48,1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,48,10,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,48,100,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,0.1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,10,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,48,0.1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,48,1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,48,10,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,48,100,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,0.1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,1,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,10,1.54,2,0
TiO2,33.7,-25.3,42.5,-4.16,24,100,1.54,2,0
ZnO,45.3,32.7,21.3,-3.89,24,0.001,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,24,0.01,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,24,0.1,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,24,1,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,24,5,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,24,10,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,24,20,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,50,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,100,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,0.001,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,12,0.01,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,12,0.1,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,12,1,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,12,5,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,12,10,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,12,20,1.65,1,0
ZnO,45.3,32.7,21.3,-3.89,12,50,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,100,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,10,1.65,1,0
ZnO,115,-10,14.4,-3.89,24,20,1.65,1,0
ZnO,115,-10,14.4,-3.89,24,30,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,80,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,10,1.65,1,0
ZnO,115,-9,14.5,-3.89,24,20,1.65,1,0
ZnO,115,-9,14.5,-3.89,24,30,1.65,1,0
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,80,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,10,1.65,1,0
ZnO,115,-10,14.4,-3.89,24,20,1.65,1,0
ZnO,115,-10,14.4,-3.89,24,30,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,80,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,10,1.65,1,0
ZnO,115,-9,14.5,-3.89,24,20,1.65,1,0
ZnO,115,-9,14.5,-3.89,24,30,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,80,1.65,1,1
ZnO,60,-9.3,7.34,-3.89,24,0.00001,1.65,1,0
ZnO,60,-9.3,7.34,-3.89,24,5,1.65,1,0
ZnO,60,-9.3,7.34,-3.89,24,10,1.65,1,0
ZnO,60,-9.3,7.34,-3.89,24,20,1.65,1,0
ZnO,60,-9.3,7.34,-3.89,24,40,1.65,1,1
ZnO,60,-9.3,7.34,-3.89,24,80,1.65,1,1
ZnO,60,-7.5,7.34,-3.89,24,0.00001,1.65,1,0
ZnO,60,-7.5,7.34,-3.89,24,5,1.65,1,0
ZnO,60,-7.5,7.34,-3.89,24,10,1.65,1,0
ZnO,60,-7.5,7.34,-3.89,24,20,1.65,1,1
ZnO,60,-7.5,7.34,-3.89,24,40,1.65,1,1
ZnO,60,-7.5,7.34,-3.89,24,80,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,0.00001,1.65,1,0
ZnO,60,-2.4,7.34,-3.89,24,5,1.65,1,0
ZnO,60,-2.4,7.34,-3.89,24,10,1.65,1,0
ZnO,60,-2.4,7.34,-3.89,24,20,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,40,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,80,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,0.00001,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,10,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,15,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,20,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,25,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,30,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,35,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,40,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,80,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,0.00001,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,10,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,15,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,20,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,25,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,30,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,35,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,40,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,80,1.65,1,1
ZnO,100,-11.7,20,-3.89,6,0.00001,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,10,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,15,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,20,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,25,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,30,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,35,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,40,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,80,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,0.00001,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,10,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,15,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,20,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,25,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,30,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,35,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,40,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,80,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,0.00001,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,10,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,15,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,20,1.65,1,0
ZnO,100,-11.7,20,-3.89,48,25,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,30,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,35,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,40,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,0.00001,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,10,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,15,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,20,1.65,1,0
ZnO,100,-11.7,20,-3.89,24,25,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,30,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,35,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,40,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,80,1.65,1,1
ZnO,100,-11.7,20,-3.89,6,0.00001,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,10,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,15,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,20,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,25,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,30,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,35,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,40,1.65,1,0
ZnO,100,-11.7,20,-3.89,6,80,1.65,1,1
ZnO,100,-11.7,20,-3.89,3,0.00001,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,10,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,15,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,20,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,25,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,30,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,35,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,40,1.65,1,0
ZnO,100,-11.7,20,-3.89,3,80,1.65,1,1
ZnO,86,31.3,7,-3.89,72,0.00001,1.65,1,0
ZnO,86,31.3,7,-3.89,72,1.56,1.65,1,0
ZnO,86,31.3,7,-3.89,72,3.13,1.65,1,0
ZnO,86,31.3,7,-3.89,72,6.25,1.65,1,0
ZnO,86,31.3,7,-3.89,72,12.5,1.65,1,1
ZnO,86,31.3,7,-3.89,72,25,1.65,1,1
ZnO,86,31.3,7,-3.89,72,50,1.65,1,1
ZnO,86,31.3,7,-3.89,24,0.00001,1.65,1,0
ZnO,86,31.3,7,-3.89,24,1.56,1.65,1,0
ZnO,86,31.3,7,-3.89,24,3.13,1.65,1,0
ZnO,86,31.3,7,-3.89,24,6.25,1.65,1,0
ZnO,86,31.3,7,-3.89,24,12.5,1.65,1,1
ZnO,86,31.3,7,-3.89,24,25,1.65,1,1
ZnO,86,31.3,7,-3.89,24,50,1.65,1,1
ZnO,86,31.3,7,-3.89,12,0.00001,1.65,1,0
ZnO,86,31.3,7,-3.89,12,1.56,1.65,1,0
ZnO,86,31.3,7,-3.89,12,3.13,1.65,1,0
ZnO,86,31.3,7,-3.89,12,6.25,1.65,1,0
ZnO,86,31.3,7,-3.89,12,12.5,1.65,1,0
ZnO,86,31.3,7,-3.89,12,25,1.65,1,0
ZnO,86,31.3,7,-3.89,12,50,1.65,1,0
ZnO,52,29.4,15,-3.89,72,0.00001,1.65,1,0
ZnO,52,29.4,15,-3.89,72,1.56,1.65,1,0
ZnO,52,29.4,15,-3.89,72,3.13,1.65,1,0
ZnO,52,29.4,15,-3.89,72,6.25,1.65,1,0
ZnO,52,29.4,15,-3.89,72,12.5,1.65,1,1
ZnO,52,29.4,15,-3.89,72,25,1.65,1,1
ZnO,52,29.4,15,-3.89,72,50,1.65,1,1
ZnO,52,29.4,15,-3.89,24,0.00001,1.65,1,0
ZnO,52,29.4,15,-3.89,24,1.56,1.65,1,0
ZnO,52,29.4,15,-3.89,24,3.13,1.65,1,0
ZnO,52,29.4,15,-3.89,24,6.25,1.65,1,0
ZnO,52,29.4,15,-3.89,24,12.5,1.65,1,1
ZnO,52,29.4,15,-3.89,24,25,1.65,1,1
ZnO,52,29.4,15,-3.89,24,50,1.65,1,1
ZnO,52,29.4,15,-3.89,12,0.00001,1.65,1,0
ZnO,52,29.4,15,-3.89,12,1.56,1.65,1,0
ZnO,52,29.4,15,-3.89,12,3.13,1.65,1,0
ZnO,52,29.4,15,-3.89,12,6.25,1.65,1,0
ZnO,52,29.4,15,-3.89,12,12.5,1.65,1,0
ZnO,52,29.4,15,-3.89,12,25,1.65,1,0
ZnO,52,29.4,15,-3.89,12,50,1.65,1,0
ZnO,7.5,27.4,90,-3.89,72,0.00001,1.65,1,0
ZnO,7.5,27.4,90,-3.89,72,1.56,1.65,1,0
ZnO,7.5,27.4,90,-3.89,72,3.13,1.65,1,0
ZnO,7.5,27.4,90,-3.89,72,6.25,1.65,1,0
ZnO,7.5,27.4,90,-3.89,72,12.5,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,25,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,50,1.65,1,1
ZnO,7.5,27.4,90,-3.89,24,0.00001,1.65,1,0
ZnO,7.5,27.4,90,-3.89,24,1.56,1.65,1,0
ZnO,7.5,27.4,90,-3.89,24,3.13,1.65,1,0
ZnO,7.5,27.4,90,-3.89,24,6.25,1.65,1,0
ZnO,7.5,27.4,90,-3.89,24,12.5,1.65,1,0
ZnO,7.5,27.4,90,-3.89,24,25,1.65,1,1
ZnO,7.5,27.4,90,-3.89,24,50,1.65,1,1
ZnO,7.5,27.4,90,-3.89,12,0.00001,1.65,1,0
ZnO,7.5,27.4,90,-3.89,12,1.56,1.65,1,0
ZnO,7.5,27.4,90,-3.89,12,3.13,1.65,1,0
ZnO,7.5,27.4,90,-3.89,12,6.25,1.65,1,0
ZnO,7.5,27.4,90,-3.89,12,12.5,1.65,1,0
ZnO,7.5,27.4,90,-3.89,12,25,1.65,1,1
ZnO,7.5,27.4,90,-3.89,12,50,1.65,1,1
ZnO,32,21.6,37,-3.89,72,0.00001,1.65,1,0
ZnO,32,21.6,37,-3.89,72,1.56,1.65,1,0
ZnO,32,21.6,37,-3.89,72,3.13,1.65,1,0
ZnO,32,21.6,37,-3.89,72,6.25,1.65,1,0
ZnO,32,21.6,37,-3.89,72,12.5,1.65,1,1
ZnO,32,21.6,37,-3.89,72,25,1.65,1,1
ZnO,32,21.6,37,-3.89,72,50,1.65,1,1
ZnO,32,21.6,37,-3.89,24,0.00001,1.65,1,0
ZnO,32,21.6,37,-3.89,24,1.56,1.65,1,0
ZnO,32,21.6,37,-3.89,24,3.13,1.65,1,0
ZnO,32,21.6,37,-3.89,24,6.25,1.65,1,0
ZnO,32,21.6,37,-3.89,24,12.5,1.65,1,0
ZnO,32,21.6,37,-3.89,24,25,1.65,1,1
ZnO,32,21.6,37,-3.89,24,50,1.65,1,1
ZnO,32,21.6,37,-3.89,12,0.00001,1.65,1,0
ZnO,32,21.6,37,-3.89,12,1.56,1.65,1,0
ZnO,32,21.6,37,-3.89,12,3.13,1.65,1,0
ZnO,32,21.6,37,-3.89,12,6.25,1.65,1,0
ZnO,32,21.6,37,-3.89,12,12.5,1.65,1,0
ZnO,32,21.6,37,-3.89,12,25,1.65,1,0
ZnO,32,21.6,37,-3.89,12,50,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,0.1,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,0.1,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,0.1,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,24,1,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,24,0.1,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,24,1,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,48,0.1,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,48,1,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,48,10,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,100,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,0.1,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,0.1,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,48,1,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,48,10,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,48,100,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,0.1,1.65,1,0
ZnO,35.6,-41.6,27.9,-3.89,24,1,1.65,1,0
CuO,46.3,42.8,24.1,-5.17,24,10,1.9,1,1
CuO,46.3,42.8,24.1,-5.17,24,20,1.9,1,1
CuO,46.3,42.8,24.1,-5.17,24,50,1.9,1,1
CuO,46.3,42.8,24.1,-5.17,24,100,1.9,1,1
CuO,46.3,42.8,24.1,-5.17,12,20,1.9,1,1
CuO,46.3,42.8,24.1,-5.17,12,50,1.9,1,1
CuO,46.3,42.8,24.1,-5.17,12,100,1.9,1,1
TiO2,125,-40.8,38,-4.16,72,50,1.54,2,1
ZnO,45.3,32.7,21.3,-3.89,24,20,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,50,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,24,100,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,50,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,100,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,30,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,80,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,80,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,30,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,80,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,30,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,50,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,80,1.65,1,1
ZnO,60,-9.3,7.34,-3.89,24,40,1.65,1,1
ZnO,60,-9.3,7.34,-3.89,24,80,1.65,1,1
ZnO,60,-7.5,7.34,-3.89,24,20,1.65,1,1
ZnO,60,-7.5,7.34,-3.89,24,40,1.65,1,1
ZnO,60,-7.5,7.34,-3.89,24,80,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,20,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,40,1.65,1,1
ZnO,60,-2.4,7.34,-3.89,24,80,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,80,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,25,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,30,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,35,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,40,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,25,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,30,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,35,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,40,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,80,1.65,1,1
ZnO,100,-11.7,20,-3.89,6,80,1.65,1,1
ZnO,100,-11.7,20,-3.89,3,80,1.65,1,1
ZnO,86,31.3,7,-3.89,72,12.5,1.65,1,1
ZnO,86,31.3,7,-3.89,72,25,1.65,1,1
ZnO,86,31.3,7,-3.89,72,50,1.65,1,1
ZnO,86,31.3,7,-3.89,24,12.5,1.65,1,1
ZnO,86,31.3,7,-3.89,24,25,1.65,1,1
ZnO,86,31.3,7,-3.89,24,50,1.65,1,1
ZnO,52,29.4,15,-3.89,72,12.5,1.65,1,1
ZnO,52,29.4,15,-3.89,72,25,1.65,1,1
ZnO,52,29.4,15,-3.89,72,50,1.65,1,1
ZnO,52,29.4,15,-3.89,24,12.5,1.65,1,1
ZnO,52,29.4,15,-3.89,24,25,1.65,1,1
ZnO,52,29.4,15,-3.89,24,50,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,12.5,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,25,1.65,1,1
ZnO,7.5,27.4,90,-3.89,72,50,1.65,1,1
ZnO,7.5,27.4,90,-3.89,24,25,1.65,1,1
ZnO,7.5,27.4,90,-3.89,24,50,1.65,1,1
ZnO,7.5,27.4,90,-3.89,12,25,1.65,1,1
ZnO,7.5,27.4,90,-3.89,12,50,1.65,1,1
ZnO,32,21.6,37,-3.89,72,12.5,1.65,1,1
ZnO,32,21.6,37,-3.89,72,25,1.65,1,1
ZnO,32,21.6,37,-3.89,72,50,1.65,1,1
ZnO,32,21.6,37,-3.89,24,25,1.65,1,1
ZnO,32,21.6,37,-3.89,24,50,1.65,1,1
ZnO,32,21.6,37,-3.89,12,50,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,10,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,100,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,100,1.65,1,1
ZnO,60,-9.3,7.34,-3.89,24,40,1.65,1,1
ZnO,52,29.4,15,-3.89,24,25,1.65,1,1
ZnO,52,29.4,15,-3.89,72,12.5,1.65,1,1
CuO,52,29.4,15,-3.89,24,12.5,1.65,1,1
ZnO,115,-9,14.5,-3.89,24,80,1.65,1,1
ZnO,7.5,27.4,90,-3.89,24,25,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,60,-9.3,7.34,-3.89,24,80,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,48,100,1.65,1,1
ZnO,60,-7.5,7.34,-3.89,24,20,1.65,1,1
ZnO,45.3,32.7,21.3,-3.89,12,100,1.65,1,1
ZnO,32,21.6,37,-3.89,72,12.5,1.65,1,1
ZnO,100,-11.7,20,-3.89,48,35,1.65,1,1
CuO,100,-11.7,20,-3.89,24,40,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,30,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,86,31.3,7,-3.89,72,50,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,80,1.65,1,1
ZnO,7.5,27.4,90,-3.89,12,25,1.65,1,1
ZnO,52,29.4,15,-3.89,72,50,1.65,1,1
CuO,100,-11.7,20,-3.89,24,35,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,10,1.65,1,1
ZnO,115,-10,14.4,-3.89,24,50,1.65,1,1
ZnO,35.6,-41.6,27.9,-3.89,24,100,1.65,1,1
ZnO,86,31.3,7,-3.89,24,25,1.65,1,1
ZnO,100,-11.7,20,-3.89,24,80,1.65,1,1
